"Year","Reapplication status","Age group","Gender","Domicile","Applicants"
"2019","All","30 - 34","Man","Northern Ireland","10"
"2022","All","30 - 34","Man","Northern Ireland","10"
"2023","All","30 - 34","Man","Northern Ireland","10"
"2025","All","30 - 34","Man","Northern Ireland","10"
"2025","All","18","I use another term","Northern Ireland","10"
"2024","All","18","I prefer not to say","Northern Ireland","10"
"2017","All","17 and under","Woman","England","130"
"2018","All","17 and under","Woman","England","130"
"2019","All","17 and under","Woman","England","120"
"2020","All","17 and under","Woman","England","130"
"2021","All","17 and under","Woman","England","110"
"2022","All","17 and under","Woman","England","140"
"2023","All","17 and under","Woman","England","130"
"2024","All","17 and under","Woman","England","130"
"2025","All","17 and under","Woman","England","100"
"2026","All","17 and under","Woman","England","110"
"2017","All","18","Woman","England","13320"
"2018","All","18","Woman","England","14750"
"2019","All","18","Woman","England","16860"
"2020","All","18","Woman","England","17500"
"2021","All","18","Woman","England","19260"
"2022","All","18","Woman","England","20170"
"2023","All","18","Woman","England","19600"
"2024","All","18","Woman","England","19320"
"2025","All","18","Woman","England","18970"
"2026","All","18","Woman","England","20110"
"2017","All","19","Woman","England","1900"
"2018","All","19","Woman","England","1970"
"2019","All","19","Woman","England","2350"
"2020","All","19","Woman","England","2490"
"2021","All","19","Woman","England","3310"
"2022","All","19","Woman","England","3450"
"2023","All","19","Woman","England","3430"
"2024","All","19","Woman","England","2810"
"2025","All","19","Woman","England","2950"
"2026","All","19","Woman","England","2900"
"2017","All","20","Woman","England","260"
"2018","All","20","Woman","England","300"
"2019","All","20","Woman","England","390"
"2020","All","20","Woman","England","420"
"2021","All","20","Woman","England","550"
"2022","All","20","Woman","England","650"
"2023","All","20","Woman","England","540"
"2024","All","20","Woman","England","520"
"2025","All","20","Woman","England","490"
"2026","All","20","Woman","England","530"
"2017","All","21 - 24","Woman","England","2050"
"2018","All","21 - 24","Woman","England","2200"
"2019","All","21 - 24","Woman","England","2250"
"2020","All","21 - 24","Woman","England","2300"
"2021","All","21 - 24","Woman","England","2980"
"2022","All","21 - 24","Woman","England","2920"
"2023","All","21 - 24","Woman","England","2400"
"2024","All","21 - 24","Woman","England","2090"
"2025","All","21 - 24","Woman","England","2200"
"2026","All","21 - 24","Woman","England","2500"
"2017","All","25 - 29","Woman","England","680"
"2018","All","25 - 29","Woman","England","690"
"2019","All","25 - 29","Woman","England","730"
"2020","All","25 - 29","Woman","England","760"
"2021","All","25 - 29","Woman","England","1010"
"2022","All","25 - 29","Woman","England","910"
"2023","All","25 - 29","Woman","England","750"
"2024","All","25 - 29","Woman","England","670"
"2025","All","25 - 29","Woman","England","720"
"2026","All","25 - 29","Woman","England","810"
"2017","All","30 - 34","Woman","England","170"
"2018","All","30 - 34","Woman","England","180"
"2019","All","30 - 34","Woman","England","200"
"2020","All","30 - 34","Woman","England","200"
"2021","All","30 - 34","Woman","England","260"
"2022","All","30 - 34","Woman","England","270"
"2023","All","30 - 34","Woman","England","220"
"2024","All","30 - 34","Woman","England","210"
"2025","All","30 - 34","Woman","England","190"
"2026","All","30 - 34","Woman","England","220"
"2017","All","35 and over","Woman","England","160"
"2018","All","35 and over","Woman","England","180"
"2019","All","35 and over","Woman","England","200"
"2020","All","35 and over","Woman","England","180"
"2021","All","35 and over","Woman","England","250"
"2022","All","35 and over","Woman","England","230"
"2023","All","35 and over","Woman","England","200"
"2024","All","35 and over","Woman","England","220"
"2025","All","35 and over","Woman","England","200"
"2026","All","35 and over","Woman","England","240"
"2017","All","17 and under","Man","England","120"
"2018","All","17 and under","Man","England","120"
"2019","All","17 and under","Man","England","100"
"2020","All","17 and under","Man","England","90"
"2021","All","17 and under","Man","England","100"
"2022","All","17 and under","Man","England","120"
"2023","All","17 and under","Man","England","110"
"2024","All","17 and under","Man","England","100"
"2025","All","17 and under","Man","England","90"
"2026","All","17 and under","Man","England","80"
"2017","All","18","Man","England","12250"
"2018","All","18","Man","England","12950"
"2019","All","18","Man","England","13850"
"2020","All","18","Man","England","14690"
"2021","All","18","Man","England","15710"
"2022","All","18","Man","England","15880"
"2023","All","18","Man","England","15750"
"2024","All","18","Man","England","16050"
"2025","All","18","Man","England","16060"
"2026","All","18","Man","England","16990"
"2017","All","19","Man","England","1790"
"2018","All","19","Man","England","1780"
"2019","All","19","Man","England","1860"
"2020","All","19","Man","England","1970"
"2021","All","19","Man","England","2310"
"2022","All","19","Man","England","2530"
"2023","All","19","Man","England","2560"
"2024","All","19","Man","England","2070"
"2025","All","19","Man","England","2230"
"2026","All","19","Man","England","2350"
"2017","All","20","Man","England","220"
"2018","All","20","Man","England","260"
"2019","All","20","Man","England","260"
"2020","All","20","Man","England","300"
"2021","All","20","Man","England","370"
"2022","All","20","Man","England","410"
"2023","All","20","Man","England","410"
"2024","All","20","Man","England","350"
"2025","All","20","Man","England","360"
"2026","All","20","Man","England","400"
"2017","All","21 - 24","Man","England","1380"
"2018","All","21 - 24","Man","England","1350"
"2019","All","21 - 24","Man","England","1330"
"2020","All","21 - 24","Man","England","1300"
"2021","All","21 - 24","Man","England","1500"
"2022","All","21 - 24","Man","England","1470"
"2023","All","21 - 24","Man","England","1210"
"2024","All","21 - 24","Man","England","1040"
"2025","All","21 - 24","Man","England","1080"
"2026","All","21 - 24","Man","England","1170"
"2017","All","25 - 29","Man","England","530"
"2018","All","25 - 29","Man","England","540"
"2019","All","25 - 29","Man","England","570"
"2020","All","25 - 29","Man","England","500"
"2021","All","25 - 29","Man","England","650"
"2022","All","25 - 29","Man","England","570"
"2023","All","25 - 29","Man","England","470"
"2024","All","25 - 29","Man","England","440"
"2025","All","25 - 29","Man","England","380"
"2026","All","25 - 29","Man","England","410"
"2017","All","30 - 34","Man","England","120"
"2018","All","30 - 34","Man","England","130"
"2019","All","30 - 34","Man","England","150"
"2020","All","30 - 34","Man","England","130"
"2021","All","30 - 34","Man","England","190"
"2022","All","30 - 34","Man","England","180"
"2023","All","30 - 34","Man","England","140"
"2024","All","30 - 34","Man","England","140"
"2025","All","30 - 34","Man","England","140"
"2026","All","30 - 34","Man","England","180"
"2017","All","35 and over","Man","England","110"
"2018","All","35 and over","Man","England","130"
"2019","All","35 and over","Man","England","120"
"2020","All","35 and over","Man","England","110"
"2021","All","35 and over","Man","England","120"
"2022","All","35 and over","Man","England","120"
"2023","All","35 and over","Man","England","110"
"2024","All","35 and over","Man","England","140"
"2025","All","35 and over","Man","England","120"
"2026","All","35 and over","Man","England","140"
"2024","All","18","I use another term","England","310"
"2025","All","18","I use another term","England","210"
"2026","All","18","I use another term","England","170"
"2024","All","19","I use another term","England","30"
"2025","All","19","I use another term","England","30"
"2026","All","19","I use another term","England","20"
"2024","All","20","I use another term","England","10"
"2026","All","20","I use another term","England","10"
"2024","All","21 - 24","I use another term","England","10"
"2025","All","21 - 24","I use another term","England","10"
"2026","All","21 - 24","I use another term","England","10"
"2025","All","25 - 29","I use another term","England","10"
"2026","All","25 - 29","I use another term","England","10"
"2024","All","30 - 34","I use another term","England","10"
"2026","All","35 and over","I use another term","England","10"
"2024","All","18","I prefer not to say","England","370"
"2025","All","18","I prefer not to say","England","370"
"2026","All","18","I prefer not to say","England","360"
"2024","All","19","I prefer not to say","England","50"
"2025","All","19","I prefer not to say","England","50"
"2026","All","19","I prefer not to say","England","30"
"2025","All","20","I prefer not to say","England","10"
"2026","All","20","I prefer not to say","England","10"
"2024","All","21 - 24","I prefer not to say","England","10"
"2025","All","21 - 24","I prefer not to say","England","20"
"2026","All","21 - 24","I prefer not to say","England","20"
"2024","All","25 - 29","I prefer not to say","England","10"
"2025","All","25 - 29","I prefer not to say","England","10"
"2026","All","25 - 29","I prefer not to say","England","10"
"2025","All","30 - 34","I prefer not to say","England","10"
"2026","All","35 and over","I prefer not to say","England","10"
"2017","All","17 and under","Woman","Scotland","20"
"2018","All","17 and under","Woman","Scotland","10"
"2019","All","17 and under","Woman","Scotland","10"
"2021","All","17 and under","Woman","Scotland","10"
"2022","All","17 and under","Woman","Scotland","10"
"2023","All","17 and under","Woman","Scotland","10"
"2024","All","17 and under","Woman","Scotland","10"
"2025","All","17 and under","Woman","Scotland","10"
"2026","All","17 and under","Woman","Scotland","10"
"2017","All","18","Woman","Scotland","750"
"2018","All","18","Woman","Scotland","740"
"2019","All","18","Woman","Scotland","720"
"2020","All","18","Woman","Scotland","760"
"2021","All","18","Woman","Scotland","940"
"2022","All","18","Woman","Scotland","1020"
"2023","All","18","Woman","Scotland","910"
"2024","All","18","Woman","Scotland","770"
"2025","All","18","Woman","Scotland","920"
"2026","All","18","Woman","Scotland","990"
"2017","All","19","Woman","Scotland","190"
"2018","All","19","Woman","Scotland","200"
"2019","All","19","Woman","Scotland","200"
"2020","All","19","Woman","Scotland","170"
"2021","All","19","Woman","Scotland","230"
"2022","All","19","Woman","Scotland","250"
"2023","All","19","Woman","Scotland","220"
"2024","All","19","Woman","Scotland","180"
"2025","All","19","Woman","Scotland","170"
"2026","All","19","Woman","Scotland","190"
"2017","All","20","Woman","Scotland","20"
"2018","All","20","Woman","Scotland","30"
"2019","All","20","Woman","Scotland","30"
"2020","All","20","Woman","Scotland","30"
"2021","All","20","Woman","Scotland","30"
"2022","All","20","Woman","Scotland","40"
"2023","All","20","Woman","Scotland","40"
"2024","All","20","Woman","Scotland","30"
"2025","All","20","Woman","Scotland","40"
"2026","All","20","Woman","Scotland","50"
"2017","All","21 - 24","Woman","Scotland","120"
"2018","All","21 - 24","Woman","Scotland","150"
"2019","All","21 - 24","Woman","Scotland","180"
"2020","All","21 - 24","Woman","Scotland","160"
"2021","All","21 - 24","Woman","Scotland","200"
"2022","All","21 - 24","Woman","Scotland","190"
"2023","All","21 - 24","Woman","Scotland","170"
"2024","All","21 - 24","Woman","Scotland","130"
"2025","All","21 - 24","Woman","Scotland","150"
"2026","All","21 - 24","Woman","Scotland","130"
"2017","All","25 - 29","Woman","Scotland","60"
"2018","All","25 - 29","Woman","Scotland","50"
"2019","All","25 - 29","Woman","Scotland","80"
"2020","All","25 - 29","Woman","Scotland","80"
"2021","All","25 - 29","Woman","Scotland","110"
"2022","All","25 - 29","Woman","Scotland","90"
"2023","All","25 - 29","Woman","Scotland","50"
"2024","All","25 - 29","Woman","Scotland","70"
"2025","All","25 - 29","Woman","Scotland","60"
"2026","All","25 - 29","Woman","Scotland","70"
"2017","All","30 - 34","Woman","Scotland","20"
"2018","All","30 - 34","Woman","Scotland","20"
"2019","All","30 - 34","Woman","Scotland","20"
"2020","All","30 - 34","Woman","Scotland","20"
"2021","All","30 - 34","Woman","Scotland","30"
"2022","All","30 - 34","Woman","Scotland","30"
"2023","All","30 - 34","Woman","Scotland","20"
"2024","All","30 - 34","Woman","Scotland","20"
"2025","All","30 - 34","Woman","Scotland","20"
"2026","All","30 - 34","Woman","Scotland","30"
"2017","All","35 and over","Woman","Scotland","10"
"2018","All","35 and over","Woman","Scotland","20"
"2019","All","35 and over","Woman","Scotland","20"
"2020","All","35 and over","Woman","Scotland","10"
"2021","All","35 and over","Woman","Scotland","30"
"2022","All","35 and over","Woman","Scotland","20"
"2023","All","35 and over","Woman","Scotland","10"
"2024","All","35 and over","Woman","Scotland","20"
"2025","All","35 and over","Woman","Scotland","30"
"2026","All","35 and over","Woman","Scotland","20"
"2017","All","17 and under","Man","Scotland","10"
"2018","All","17 and under","Man","Scotland","10"
"2019","All","17 and under","Man","Scotland","10"
"2021","All","17 and under","Man","Scotland","10"
"2022","All","17 and under","Man","Scotland","10"
"2024","All","17 and under","Man","Scotland","10"
"2017","All","18","Man","Scotland","460"
"2018","All","18","Man","Scotland","460"
"2019","All","18","Man","Scotland","400"
"2020","All","18","Man","Scotland","480"
"2021","All","18","Man","Scotland","520"
"2022","All","18","Man","Scotland","510"
"2023","All","18","Man","Scotland","480"
"2024","All","18","Man","Scotland","520"
"2025","All","18","Man","Scotland","490"
"2026","All","18","Man","Scotland","490"
"2017","All","19","Man","Scotland","150"
"2018","All","19","Man","Scotland","150"
"2019","All","19","Man","Scotland","140"
"2020","All","19","Man","Scotland","140"
"2021","All","19","Man","Scotland","170"
"2022","All","19","Man","Scotland","180"
"2023","All","19","Man","Scotland","150"
"2024","All","19","Man","Scotland","120"
"2025","All","19","Man","Scotland","130"
"2026","All","19","Man","Scotland","130"
"2017","All","20","Man","Scotland","20"
"2018","All","20","Man","Scotland","20"
"2019","All","20","Man","Scotland","20"
"2020","All","20","Man","Scotland","20"
"2021","All","20","Man","Scotland","20"
"2022","All","20","Man","Scotland","30"
"2023","All","20","Man","Scotland","20"
"2024","All","20","Man","Scotland","30"
"2025","All","20","Man","Scotland","20"
"2026","All","20","Man","Scotland","20"
"2017","All","21 - 24","Man","Scotland","80"
